City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),data_quality,Avg_Fruit,Avg_Veg,City/Country
Hobart,Australia,17.74,67.96,8.83,6.12,6.8,3.48,2.42,1.6,1.14,1.92,1.42,3.26,7.23,6.63,12.91,2.83,2.31,3.23,5.35,2.32,1.81,2.24,1.61,10.19,4.53,4.39,1,2.79,2.93,"Hobart, Australia"
Swindon,United Kingdom,18.45,61.5,7.31,6.15,4.92,3.54,1.35,1.02,1.14,1.19,1.65,2.48,7.51,6.06,19.22,2.03,1.11,1.1,2.67,1.12,1.23,0.91,1.45,8.61,2.46,2.87,1,1.413333333,1.4825,"Swindon, United Kingdom"
Rennes,France,14.75,52.69,9.48,6.59,5.8,2.44,2.46,1.32,1.1,1.26,1.47,2.71,20.37,9.48,12.29,2.25,2.03,2.63,3.06,1.42,1.74,1.16,0.5,5.53,1.69,2.39,0,2.303333333,1.845,"Rennes, France"
Presidente Prudente,Brazil,3.83,18.2,5.08,0.96,2.3,1.82,1.01,0.69,0.75,1.02,0.93,1.37,8.62,3.54,7.18,1.37,0.88,0.8,0.96,1.03,0.89,0.77,0.6,5.75,1.03,1.92,0,1.016666667,0.9125,"Presidente Prudente, Brazil"
Polokwane,South Africa,5.56,21.1,3.81,0.94,2.85,1.74,0.57,0.48,0.97,0.69,1.14,1.37,2.85,2.85,5.65,1.43,1.03,1.14,1.14,0.57,0.57,0.97,1.01,4.56,1.03,1.05,0,1.2,0.8125,"Polokwane, South Africa"
Formosa,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Formosa, Argentina"
Ternopil,Ukraine,2.18,10.88,4.42,0.76,1.09,0.88,0.51,0.32,0.86,0.58,1.48,1.48,5.81,3.9,5.44,0.45,0.96,0.92,1.36,0.29,0.46,0.63,0.48,3.54,0.62,1.18,1,0.776666667,0.685,"Ternopil, Ukraine"
Gulfport,United States,13.5,45.0,7.0,5.0,6.0,4.17,2.0,1.33,1.06,2.34,3.85,3.3,9.17,15.41,14.31,3.58,1.63,2.48,4.21,3.11,2.16,1.25,2.0,7.99,2.86,2.75,0,2.563333333,2.6825,"Gulfport, United States"
Appleton,United States,17.5,51.5,8.5,4.0,5.0,3.56,2.29,1.41,0.84,3.18,3.73,2.98,9.09,10.47,13.58,5.15,1.09,3.15,3.78,1.84,2.08,1.66,1.69,12.0,2.75,2.33,0,3.13,2.34,"Appleton, United States"
Sabadell,Spain,11.59,50.05,7.38,2.11,2.11,1.7,1.76,3.27,1.14,1.48,1.08,2.26,9.83,5.62,5.8,1.62,1.77,1.74,1.76,1.7,1.28,1.09,0.76,3.16,1.05,3.16,0,1.71,1.4575,"Sabadell, Spain"
Lutsk,Ukraine,2.72,10.88,2.72,0.76,0.95,0.84,0.4,0.29,0.79,0.49,0.88,1.09,5.44,1.9,5.1,0.33,0.86,0.82,1.9,0.38,0.44,1.02,0.41,3.54,0.69,1.04,0,0.67,0.935,"Lutsk, Ukraine"
Damietta,Egypt,3.36,15.06,4.07,1.42,1.22,1.15,0.23,0.13,0.6,0.3,0.68,1.55,2.24,4.21,7.73,1.42,0.92,0.41,0.43,0.41,0.41,0.22,0.27,20.35,0.81,1.22,0,0.916666667,0.3675,"Damietta, Egypt"
Radom,Poland,7.89,39.44,5.63,2.03,1.13,2.48,0.68,0.51,0.54,0.62,0.77,2.05,3.94,4.66,6.76,0.78,1.01,1.13,2.95,0.73,0.63,0.68,0.39,4.51,0.72,1.01,0,0.973333333,1.2475,"Radom, Poland"
Mainz,Germany,8.43,42.68,7.38,4.21,3.16,3.24,2.81,2.18,1.06,2.46,2.07,2.89,13.53,8.45,14.75,2.97,1.73,2.48,0.83,1.77,1.68,1.16,0.68,9.48,0.6,1.68,1,2.393333333,1.36,"Mainz, Germany"
Al Khubar,Saudi Arabia,6.65,53.21,6.65,1.33,1.33,3.19,0.7,0.24,1.33,1.02,1.86,1.88,3.72,5.14,9.31,1.65,1.26,1.41,1.06,0.8,0.74,1.42,0.53,2.0,1.45,1.5,0,1.44,1.005,"Al Khubar, Saudi Arabia"
Manta,Ecuador,2.65,40.0,6.25,1.75,3.0,2.33,0.99,0.59,1.06,1.44,1.45,1.86,4.84,7.06,5.14,2.01,0.92,1.43,0.95,0.81,0.94,0.55,0.86,8.0,1.49,2.0,0,1.453333333,0.8125,"Manta, Ecuador"
Tilburg,Netherlands,12.64,79.03,8.96,5.27,3.69,2.9,2.86,2.44,1.05,1.95,2.1,1.89,11.47,8.41,27.51,2.68,1.34,1.45,2.59,1.21,0.95,0.79,0.68,6.31,1.25,1.78,1,1.823333333,1.385,"Tilburg, Netherlands"
Kremenchuk,Ukraine,3.26,13.6,3.62,0.98,1.78,1.09,0.56,0.45,0.8,0.49,1.36,0.98,5.24,3.03,5.08,0.44,1.1,1.0,1.45,0.47,0.41,0.51,0.41,4.08,0.63,0.99,0,0.846666667,0.71,"Kremenchuk, Ukraine"
Cordoba,Mexico,3.61,46.41,3.61,1.29,4.64,3.09,1.11,0.83,0.86,2.06,0.93,2.48,7.74,3.87,6.19,2.32,1.91,1.29,2.32,1.55,0.93,1.03,1.03,12.89,1.29,4.64,0,1.84,1.4575,"Cordoba, Mexico"
Oviedo,Spain,12.64,39.52,10.54,2.9,2.63,1.71,1.69,1.3,1.0,1.08,1.5,2.33,14.75,6.94,11.8,1.48,1.84,1.43,2.28,1.29,1.5,0.98,0.58,5.27,1.22,1.49,1,1.583333333,1.5125,"Oviedo, Spain"
Zakhu,Iraq,7.12,21.01,6.28,2.1,1.68,2.51,0.78,0.28,1.55,0.72,2.84,1.62,4.89,3.57,9.85,0.95,1.09,0.95,0.63,0.42,0.48,0.43,0.53,6.85,3.43,4.8,0,0.996666667,0.49,"Zakhu, Iraq"
Netanya,Israel,22.02,102.76,14.68,8.81,8.81,4.15,2.94,2.26,1.73,2.34,2.7,3.9,14.04,10.82,20.45,3.64,2.28,1.86,1.82,1.33,1.22,1.35,1.33,13.06,2.86,3.52,1,2.593333333,1.43,"Netanya, Israel"
Shiliguri,India,3.68,8.9,5.22,3.56,5.47,1.23,0.57,0.31,0.7,0.46,0.79,0.86,7.83,2.68,6.57,2.25,0.83,1.35,0.66,0.35,0.46,1.02,0.37,8.9,1.72,3.32,0,1.476666667,0.6225,"Shiliguri, India"
Concepcion,Chile,5.66,33.96,4.53,2.83,3.4,2.08,1.0,0.77,0.98,0.94,1.23,2.51,7.75,5.36,10.04,1.52,1.06,1.41,1.34,0.92,1.14,0.98,1.03,4.53,1.08,1.64,1,1.33,1.095,"Concepcion, Chile"
Bremerton,United States,15.0,72.5,10.0,7.0,6.0,4.62,2.83,1.69,0.95,2.85,3.67,4.0,14.05,15.79,13.23,4.06,1.46,3.18,4.77,2.34,2.28,1.65,1.69,9.0,2.86,2.5,0,2.9,2.76,"Bremerton, United States"
Tacoma,United States,22.5,80.0,10.0,5.0,5.75,4.81,1.97,1.81,0.98,2.6,5.44,2.44,13.56,13.39,16.66,4.62,1.69,4.44,5.03,2.24,2.42,2.26,1.82,15.0,3.18,3.04,1,3.583333333,2.9875,"Tacoma, United States"
Luton,United Kingdom,14.76,49.2,7.38,6.15,5.23,4.57,2.01,1.49,1.23,1.05,1.72,3.12,4.51,4.31,11.07,1.64,1.85,2.77,2.15,2.61,1.85,1.17,1.37,8.61,1.91,2.25,1,2.086666667,1.945,"Luton, United Kingdom"
Alor Setar,Malaysia,1.48,22.79,3.42,3.42,3.42,1.98,0.54,0.26,1.38,0.7,1.14,1.25,5.81,2.96,7.98,2.05,0.91,1.37,1.48,0.8,0.5,0.68,0.43,7.98,1.87,2.05,0,1.443333333,0.865,"Alor Setar, Malaysia"
Hickory,United States,15.0,50.0,7.0,4.0,4.25,4.0,1.0,1.5,0.94,3.7,2.2,2.33,3.97,9.27,15.39,4.09,1.08,5.62,4.6,1.1,2.4,0.99,1.66,10.0,1.43,,0,3.596666667,2.2725,"Hickory, United States"
Matrah,Oman,,,,,,,,,2.6,1.04,2.6,4.68,15.58,5.19,7.79,1.3,5.19,2.34,3.9,2.6,2.6,0.52,,11.69,4.16,15.58,0,2.943333333,2.405,"Matrah, Oman"
Qostanay,Kazakhstan,2.66,21.26,4.36,0.69,1.01,0.78,0.5,0.37,0.57,0.24,1.19,0.93,5.48,3.29,4.68,1.53,1.01,1.74,0.95,0.3,0.17,0.71,0.31,4.55,0.46,1.1,0,1.426666667,0.5325,"Qostanay, Kazakhstan"
Vantaa,Finland,13.17,84.3,8.43,6.85,5.27,3.64,2.11,1.5,1.0,2.28,2.11,2.31,9.73,9.47,10.52,2.34,1.56,1.91,3.41,1.02,1.42,1.69,1.57,10.54,2.3,3.16,0,1.936666667,1.885,"Vantaa, Finland"
Lubeck,Germany,12.64,55.32,8.43,5.16,3.85,3.75,2.45,2.45,0.86,1.64,2.62,2.16,12.43,10.27,12.89,2.53,1.68,2.45,0.83,0.8,1.36,1.07,0.61,4.74,0.68,1.33,0,2.22,1.015,"Lubeck, Germany"
Cartagena,Spain,10.54,42.15,7.38,2.11,2.63,1.52,1.69,1.05,0.69,0.85,0.53,1.61,7.69,5.2,8.17,2.11,1.66,1.26,1.0,0.82,1.0,0.72,0.38,4.21,1.0,1.37,1,1.676666667,0.885,"Cartagena, Spain"
Petropavl,Kazakhstan,6.38,21.26,,0.64,0.96,1.28,0.45,,0.51,0.26,1.17,1.0,5.31,2.87,5.95,1.33,1.4,1.7,1.28,0.37,0.47,,0.43,4.04,0.64,,0,1.476666667,0.706666667,"Petropavl, Kazakhstan"
Sao Leopoldo,Brazil,4.31,17.24,5.94,2.2,1.72,1.63,0.86,0.38,0.77,0.57,1.34,1.53,3.83,4.79,9.58,,,,,,,,,,,,0,,,"Sao Leopoldo, Brazil"
Geneva,Switzerland,26.71,128.21,16.03,7.48,8.55,4.77,3.98,3.43,1.7,2.97,2.81,5.34,20.7,25.22,46.44,3.67,2.77,2.85,3.63,2.19,2.12,2.21,1.44,11.75,2.34,2.12,1,3.096666667,2.5375,"Geneva, Switzerland"
Kalamazoo,United States,15.0,50.0,8.0,4.5,6.0,5.5,2.4,1.62,0.67,2.76,4.24,2.5,11.75,5.82,6.61,4.51,1.32,4.96,3.4,1.65,2.13,1.77,2.16,14.0,2.26,2.12,0,3.596666667,2.2375,"Kalamazoo, United States"
San Bernardino,United States,17.0,70.0,9.99,5.5,7.5,3.88,2.83,2.06,0.98,3.04,4.61,3.5,13.6,12.13,13.59,3.93,2.09,4.19,4.23,3.99,2.6,1.5,2.0,10.0,2.14,3.0,0,3.403333333,3.08,"San Bernardino, United States"
Regina,Canada,12.23,59.29,9.63,5.19,5.93,3.2,2.17,1.67,1.5,1.89,2.11,2.97,9.4,10.97,11.88,3.06,1.18,3.66,2.51,2.4,2.2,2.13,1.24,12.23,2.18,1.85,1,2.633333333,2.31,"Regina, Canada"
As Samawah,Iraq,5.0,13.0,3.0,1.5,3.0,3.0,0.5,0.2,0.9,1.0,1.5,1.5,4.0,4.0,8.0,1.0,1.0,1.0,0.35,0.4,0.4,1.0,1.0,10.0,1.5,2.0,0,1.0,0.5375,"As Samawah, Iraq"
College Station,United States,15.0,50.0,7.5,3.75,6.5,3.83,2.16,1.83,0.81,2.37,2.91,2.07,14.88,11.46,10.2,4.04,1.12,3.82,2.19,2.1,2.47,1.74,1.7,18.0,2.7,3.5,1,2.993333333,2.125,"College Station, United States"
Roanoke,United States,15.0,60.0,10.0,3.25,4.5,3.98,2.02,1.83,0.89,2.04,3.57,2.5,8.07,12.59,15.43,4.92,1.46,4.41,3.82,1.57,2.34,1.25,1.38,12.75,1.79,2.27,0,3.596666667,2.245,"Roanoke, United States"
Northampton,United Kingdom,18.45,61.5,7.69,4.31,4.92,3.52,1.81,1.29,1.26,1.25,1.48,2.53,9.66,7.7,11.82,2.74,1.41,2.58,2.82,1.37,1.39,0.82,1.23,8.0,2.65,2.97,0,2.243333333,1.6,"Northampton, United Kingdom"
Thousand Oaks,United States,16.0,65.0,9.4,6.0,7.0,4.32,1.88,1.89,1.02,2.72,4.56,4.0,11.57,10.75,12.13,4.2,1.82,3.03,4.26,2.23,2.74,1.6,1.52,9.99,2.0,1.75,0,3.016666667,2.7075,"Thousand Oaks, United States"
Shimla,India,1.23,9.83,2.46,1.54,2.46,1.11,0.31,0.18,0.66,0.38,0.6,0.85,2.95,3.15,4.61,0.92,0.63,0.63,0.45,0.35,0.41,0.56,0.35,4.91,1.84,1.97,0,0.726666667,0.4425,"Shimla, India"
Mohammedia,Morocco,3.31,14.17,5.67,1.84,2.6,1.61,0.45,0.26,0.62,0.47,0.85,1.16,5.19,3.66,6.77,1.19,0.9,0.57,0.58,0.47,0.45,0.29,0.54,3.31,1.7,2.36,0,0.886666667,0.4475,"Mohammedia, Morocco"
Padova,Italy,15.81,61.12,8.43,4.74,3.69,1.66,2.53,1.17,1.19,1.98,1.78,3.0,14.36,9.37,12.19,2.02,1.67,2.33,2.38,1.57,1.17,1.07,0.34,6.32,1.19,1.71,1,2.006666667,1.5475,"Padova, Italy"
Erfurt,Germany,10.01,42.15,10.01,3.74,3.16,3.02,2.21,2.37,0.93,2.37,2.07,2.25,22.29,7.71,21.07,3.5,1.68,2.1,0.83,0.95,0.98,1.25,0.36,6.32,0.69,1.0,0,2.426666667,1.0025,"Erfurt, Germany"
Ploiesti,Romania,7.49,32.11,5.35,1.5,2.14,2.01,0.98,0.84,1.25,0.94,1.25,2.74,7.6,4.38,7.73,1.01,1.27,1.29,1.55,0.58,0.67,0.69,0.58,5.89,0.72,1.17,1,1.19,0.8725,"Ploiesti, Romania"
Sete Lagoas,Brazil,,,,,,,,,0.96,1.82,1.92,2.49,5.75,2.87,5.75,0.96,0.96,0.96,1.34,0.77,1.15,1.53,0.57,7.66,0.96,5.75,0,0.96,1.1975,"Sete Lagoas, Brazil"
Oberhausen,Germany,13.17,44.78,8.32,3.69,3.16,2.42,1.98,1.45,0.97,1.4,2.1,2.05,12.07,6.13,10.89,2.5,1.68,1.96,1.05,0.73,0.94,0.93,0.23,5.26,0.89,1.68,0,2.046666667,0.9125,"Oberhausen, Germany"
Mostoles,Spain,15.81,37.93,7.38,2.11,2.63,1.58,2.18,1.26,0.6,1.05,1.16,1.87,7.38,8.43,11.59,1.58,3.16,1.05,1.42,2.11,1.58,0.74,0.26,10.54,0.8,2.11,0,1.93,1.4625,"Mostoles, Spain"
El Tigre,Venezuela,8.5,25.0,14.5,1.0,3.0,4.0,1.0,1.0,1.9,1.0,,2.4,3.5,3.8,4.33,,1.0,1.0,3.0,,3.0,2.0,,,0.8,,0,1.0,2.666666667,"El Tigre, Venezuela"
Colombo,Brazil,4.79,28.74,5.75,1.63,2.87,1.61,0.94,0.65,1.0,1.24,1.11,1.8,8.21,3.87,8.34,1.38,0.88,0.77,1.33,0.92,0.85,0.59,0.64,7.66,1.04,2.31,0,1.01,0.9225,"Colombo, Brazil"
Jerez de la Frontera,Spain,15.81,52.69,7.38,2.11,4.21,1.23,1.76,1.23,0.72,1.11,0.95,1.58,7.9,5.27,10.01,2.11,1.5,1.76,1.4,0.9,1.05,1.05,1.05,4.21,1.05,2.37,0,1.79,1.1,"Jerez de la Frontera, Spain"
Pamplona,Spain,12.64,52.69,7.38,3.16,3.16,1.56,1.98,0.98,0.82,1.19,1.09,2.97,13.7,6.74,12.0,2.27,2.53,1.78,2.36,1.84,1.24,1.19,1.11,6.85,0.98,2.4,1,2.193333333,1.6575,"Pamplona, Spain"
Limbe,Cameroon,1.61,11.24,2.01,1.08,1.61,0.8,0.64,0.37,1.95,0.48,0.72,1.82,,3.21,4.02,1.61,0.91,1.04,1.04,0.96,0.8,0.32,0.62,4.02,0.96,1.29,0,1.186666667,0.78,"Limbe, Cameroon"
Sidi Bel Abbes,Algeria,1.81,10.85,2.03,,1.08,,0.8,0.54,0.33,0.1,0.61,1.22,2.3,1.74,7.47,1.99,2.03,0.72,0.48,0.36,0.24,0.14,0.22,,,,0,1.58,0.305,"Sidi Bel Abbes, Algeria"
Burgas,Bulgaria,8.01,32.06,6.95,1.74,1.87,1.82,1.04,0.71,1.22,0.75,1.66,1.97,7.32,5.64,10.02,1.16,1.6,1.26,2.05,0.8,0.81,0.74,0.56,5.34,0.77,1.03,1,1.34,1.1,"Burgas, Bulgaria"
Bila Tserkva,Ukraine,4.08,8.16,3.26,0.95,1.36,0.82,0.52,0.36,0.7,0.49,1.41,0.87,5.38,3.03,5.58,0.63,0.99,1.07,2.09,0.35,0.68,0.51,0.44,4.9,0.63,0.97,0,0.896666667,0.9075,"Bila Tserkva, Ukraine"
Isesaki,Japan,7.45,29.78,5.96,3.72,,,,,2.53,2.23,4.47,2.68,,,,,,,,,,,,,,,0,,,"Isesaki, Japan"
Criciuma,Brazil,4.41,19.16,5.27,0.91,2.59,0.96,0.77,0.34,0.93,0.81,0.85,1.59,7.47,3.16,4.79,0.96,0.77,0.96,1.58,1.01,0.62,0.63,0.57,4.02,0.93,2.36,0,0.896666667,0.96,"Criciuma, Brazil"
Pskov,Russia,7.2,44.0,4.8,1.6,1.92,1.36,1.01,0.61,0.96,0.49,1.42,1.41,12.8,3.89,10.0,1.74,1.29,1.23,2.31,0.57,0.56,1.12,0.74,8.12,0.72,1.44,0,1.42,1.14,"Pskov, Russia"
Cork,Ireland,15.81,79.03,9.48,5.48,5.27,3.64,1.89,1.53,1.2,1.74,1.37,3.16,6.52,7.79,9.7,2.42,1.68,2.08,2.66,1.46,0.94,0.93,1.42,10.54,2.63,3.57,1,2.06,1.4975,"Cork, Ireland"
Rostock,Germany,12.64,47.42,8.43,4.48,3.16,2.99,2.02,2.33,0.96,1.73,1.96,2.31,9.69,6.63,12.64,2.07,1.68,2.07,0.83,1.84,1.02,1.12,0.52,5.26,0.62,1.5,0,1.94,1.2025,"Rostock, Germany"
Chungju,South Korea,5.38,28.04,4.46,3.07,3.84,2.5,1.05,0.46,2.07,1.59,3.98,3.42,7.68,6.15,16.9,6.12,3.59,3.84,3.84,2.3,1.54,1.15,0.96,15.36,2.3,2.56,0,4.516666667,2.2075,"Chungju, South Korea"
Tunja,Colombia,1.89,8.39,3.78,0.86,1.89,0.98,0.45,0.42,0.79,0.49,0.77,1.32,2.48,3.5,3.72,2.52,,1.36,1.05,0.95,0.84,0.38,0.52,12.59,0.73,1.47,0,1.94,0.805,"Tunja, Colombia"
Legazpi City,Philippines,2.33,8.97,2.51,0.76,1.79,0.9,0.36,0.36,1.5,1.09,0.96,1.8,2.15,4.49,4.49,1.79,1.61,2.69,0.99,1.17,1.88,1.79,0.72,4.49,,0.9,0,2.03,1.4575,"Legazpi City, Philippines"
Bukit Mertajam,Malaysia,3.42,11.4,3.42,3.08,1.82,2.43,0.72,0.4,1.42,0.67,0.57,1.36,10.94,4.78,9.12,1.39,1.04,1.25,0.68,0.46,0.64,0.78,0.58,13.68,2.03,2.36,0,1.226666667,0.64,"Bukit Mertajam, Malaysia"
Puerto Vallarta,Mexico,7.74,35.32,6.32,1.93,3.09,2.73,0.92,0.74,1.06,1.66,1.57,1.87,6.75,5.47,8.31,2.33,0.92,1.02,1.26,1.38,1.34,0.95,1.15,10.31,1.56,1.95,1,1.423333333,1.2325,"Puerto Vallarta, Mexico"
Beersheba,Israel,16.15,61.65,17.62,7.93,6.75,3.52,2.23,1.49,1.69,2.49,3.06,3.99,15.97,10.42,23.94,2.67,2.18,1.83,1.64,1.32,1.24,1.55,1.01,10.28,2.34,2.5,1,2.226666667,1.4375,"Beersheba, Israel"
Solihull,United Kingdom,14.76,36.9,7.38,4.31,5.54,4.02,2.03,1.07,1.13,1.13,1.57,2.64,6.07,6.05,11.04,1.6,1.25,1.78,2.22,1.1,1.03,0.79,1.11,7.69,2.01,2.03,0,1.543333333,1.285,"Solihull, United Kingdom"
Almere,Netherlands,16.86,84.3,8.96,4.74,4.64,2.9,2.77,2.19,1.09,2.04,2.1,1.76,11.95,8.41,28.97,2.76,1.37,1.44,2.69,1.01,0.94,0.79,0.63,6.31,1.25,1.78,1,1.856666667,1.3575,"Almere, Netherlands"
Moratuwa,Sri Lanka,1.36,3.25,1.98,0.95,1.08,0.27,0.19,0.14,0.73,0.19,0.34,0.65,9.76,2.71,3.53,2.03,0.35,1.63,0.49,0.47,0.43,0.62,0.19,9.49,1.08,0.81,0,1.336666667,0.5025,"Moratuwa, Sri Lanka"
Milton Keynes,United Kingdom,18.45,57.2,6.46,5.6,4.61,3.39,1.81,1.29,1.11,1.25,1.37,2.1,7.23,7.21,11.82,2.95,1.1,2.71,5.37,1.38,1.54,0.82,1.38,7.38,2.24,3.62,1,2.253333333,2.2775,"Milton Keynes, United Kingdom"
Fargo,United States,12.0,60.0,8.0,5.0,5.25,4.31,2.89,1.58,1.17,3.92,6.25,2.73,11.29,13.96,15.98,6.52,2.63,5.92,4.24,4.18,3.36,1.95,2.88,13.5,3.65,4.62,1,5.023333333,3.4325,"Fargo, United States"
Marawi City,Philippines,2.69,11.66,1.53,,2.15,2.15,0.36,0.27,2.15,1.17,0.75,1.44,3.23,2.69,3.59,1.44,0.54,0.9,0.72,1.08,0.93,0.72,0.63,2.96,1.35,2.69,0,0.96,0.8625,"Marawi City, Philippines"
Cascais,Portugal,10.54,52.69,7.38,2.11,3.16,1.98,1.73,1.46,0.75,1.27,1.19,2.02,8.28,4.77,9.45,1.8,1.23,1.5,1.37,0.86,1.07,0.99,0.62,6.31,1.32,1.83,1,1.51,1.0725,"Cascais, Portugal"
Linz,Austria,15.28,63.22,8.43,4.21,4.43,3.31,3.1,2.46,1.38,2.04,2.02,3.5,12.51,11.71,18.05,2.96,1.81,2.85,2.48,1.48,1.64,1.66,0.55,8.43,1.37,1.52,1,2.54,1.815,"Linz, Austria"
Trieste,Italy,15.81,73.76,8.96,4.74,4.21,1.56,2.78,1.35,1.18,2.18,2.41,3.01,11.26,10.26,17.05,2.14,1.74,2.29,2.79,1.61,2.15,1.66,0.59,5.8,1.36,2.45,1,2.056666667,2.0525,"Trieste, Italy"
Kharagpur,India,4.3,6.14,4.91,1.47,2.15,1.29,0.31,0.12,0.63,0.31,0.49,0.81,10.32,2.46,6.2,1.58,0.82,1.47,0.49,0.25,0.55,0.18,0.32,6.14,1.11,2.76,0,1.29,0.3675,"Kharagpur, India"
Morogoro,Tanzania,4.29,25.72,6.43,0.86,3.43,2.14,0.68,0.21,1.82,1.07,0.93,2.4,4.29,7.72,4.0,2.86,0.79,0.6,1.29,0.79,1.71,0.13,0.39,4.29,1.02,2.36,0,1.416666667,0.98,"Morogoro, Tanzania"
Waitakere,New Zealand,12.83,44.9,9.3,5.13,5.13,2.99,1.99,1.82,1.96,2.19,1.4,4.31,8.34,8.98,11.53,1.92,1.92,2.69,2.14,1.89,1.6,2.56,1.11,9.61,1.77,2.98,0,2.176666667,2.0475,"Waitakere, New Zealand"
Green Bay,United States,12.0,60.0,9.0,3.0,4.5,4.25,1.93,1.19,0.83,1.9,4.41,2.84,9.31,8.82,15.43,3.2,1.06,2.09,2.34,2.59,0.88,1.34,2.33,9.0,2.39,3.09,0,2.116666667,1.7875,"Green Bay, United States"
Talca,Chile,7.92,39.62,4.53,2.26,2.86,1.89,1.11,0.81,1.02,0.98,1.17,2.87,7.43,3.4,7.5,1.47,0.91,0.79,1.25,1.21,1.02,0.62,1.02,4.53,1.02,1.7,0,1.056666667,1.025,"Talca, Chile"
Spring Valley,United States,20.0,60.0,9.0,6.0,8.5,4.0,1.0,1.33,,,1.76,,11.0,,,6.59,1.3,,,5.28,,2.99,,20.0,,,0,3.945,4.135,"Spring Valley, United States"
Phan Thiet,Vietnam,1.43,17.34,4.49,0.85,1.47,1.43,0.41,0.29,1.21,0.47,0.83,0.98,18.9,2.08,10.4,2.04,0.95,1.1,0.88,0.82,0.88,0.69,0.61,5.14,0.89,1.31,0,1.363333333,0.8175,"Phan Thiet, Vietnam"
Zanzibar,Tanzania,5.36,30.0,6.27,2.14,3.43,2.2,0.87,0.85,1.66,1.36,1.07,2.07,8.14,4.57,5.0,2.86,1.07,0.77,0.86,0.76,1.07,0.86,0.48,8.57,1.57,2.43,0,1.566666667,0.8875,"Zanzibar, Tanzania"
Loures,Portugal,7.9,42.15,6.32,1.05,3.16,1.58,1.26,0.79,0.63,1.04,0.94,1.57,5.79,4.2,9.47,1.25,1.04,0.75,1.68,0.62,0.78,1.05,0.26,5.26,0.79,,0,1.013333333,1.0325,"Loures, Portugal"
Biskra,Algeria,1.45,10.85,1.45,1.45,1.61,0.58,0.45,0.17,0.68,0.17,1.23,1.21,5.49,3.73,10.13,1.87,1.63,1.08,0.65,0.54,0.42,0.38,0.22,10.85,2.17,1.45,0,1.526666667,0.4975,"Biskra, Algeria"
Amarillo,United States,10.0,40.0,6.95,3.0,5.0,3.34,1.89,1.5,1.23,3.08,2.89,2.07,11.02,12.06,12.39,2.83,1.32,3.27,3.56,1.92,1.56,1.09,1.02,8.0,3.21,2.2,1,2.473333333,2.0325,"Amarillo, United States"
Mytishchi,Russia,6.8,48.0,7.2,,1.6,2.4,1.44,0.48,1.39,0.64,2.08,1.68,12.4,7.2,13.6,1.52,1.32,3.84,2.4,0.96,0.8,,,6.4,0.72,1.44,0,2.226666667,1.386666667,"Mytishchi, Russia"
Ellore,India,1.23,9.83,2.46,2.03,2.7,1.84,0.37,0.18,0.56,0.43,1.18,0.87,3.81,2.58,6.45,2.27,0.74,2.07,0.31,0.37,0.47,0.43,0.39,1.84,2.25,3.99,0,1.693333333,0.395,"Ellore, India"
Cidade de Nacala,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Cidade de Nacala, Mozambique"
La Ceiba,Honduras,2.0,26.0,5.97,1.0,2.0,2.0,0.81,0.73,1.05,1.0,1.0,2.26,3.0,4.2,6.8,2.31,0.62,0.5,0.3,1.04,1.0,0.68,0.83,7.58,1.0,1.62,0,1.143333333,0.755,"La Ceiba, Honduras"
Mandi Burewala,Pakistan,0.8,5.36,2.24,,,0.4,0.21,0.22,0.44,0.36,0.76,0.7,5.36,2.01,2.01,0.98,0.31,,0.56,0.22,0.4,,0.32,,,,0,0.645,0.393333333,"Mandi Burewala, Pakistan"
Groningen,Netherlands,15.81,84.3,10.01,4.74,3.69,3.27,2.75,2.3,1.06,1.81,1.95,2.24,11.77,8.54,27.9,2.65,1.39,1.51,2.65,1.05,0.94,0.86,0.65,6.31,1.18,1.18,1,1.85,1.375,"Groningen, Netherlands"
Tekirdag,Turkey,3.22,14.76,3.22,1.82,2.07,1.27,0.53,0.16,0.76,0.42,0.95,1.1,4.32,3.88,8.21,0.51,1.2,0.48,0.77,0.43,0.28,0.4,0.22,5.37,1.43,1.89,1,0.73,0.47,"Tekirdag, Turkey"
Torun,Poland,6.65,33.81,5.63,2.25,2.25,2.63,0.9,1.35,0.7,0.81,1.01,2.16,5.92,4.51,7.18,0.78,1.04,1.1,2.55,0.62,0.7,0.9,0.42,4.73,0.79,1.18,1,0.973333333,1.1925,"Torun, Poland"
Aberdeen,United Kingdom,18.45,67.65,6.39,4.12,4.31,3.45,1.84,1.38,1.19,1.27,1.62,2.63,7.33,6.08,7.16,2.6,1.81,2.96,2.16,1.16,1.4,0.88,1.18,8.61,2.15,2.28,1,2.456666667,1.4,"Aberdeen, United Kingdom"
