City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),City/Country,Avg_Fruit,Avg_Veg,year,data_quality
Hannover,Germany,10.39,57.13,8.31,4.93,4.15,3.31,2.94,2.97,0.98,2.32,2.07,2.72,9.96,7.72,16.83,3.24,1.71,2.1,1.26,1.62,1.06,1.1,0.49,5.19,0.65,1.71,"Hannover, Germany",2.35,1.26,2021,
Poznan,Poland,6.66,33.32,5.55,2.22,2.11,2.56,1.34,1.3,0.74,0.92,0.95,2.2,6.43,4.38,8.82,0.91,1.19,1.32,2.25,0.66,0.65,0.88,0.51,5.55,0.84,1.27,"Poznan, Poland",1.14,1.11,2021,
Ryazan,Russia,8.19,36.03,5.73,2.46,3.28,2.01,1.38,0.49,1.26,0.68,1.92,1.83,10.13,5.51,10.85,1.54,1.37,1.56,2.37,0.89,0.64,1.15,0.7,8.19,1.01,2.36,"Ryazan, Russia",1.4900000000000002,1.2625000000000002,2021,
Antwerp,Belgium,18.7,77.9,9.35,4.15,4.15,3.27,2.68,2.44,1.05,1.97,2.65,3.28,9.01,8.53,14.31,2.46,1.73,2.9,2.73,1.66,1.37,1.14,1.04,7.27,1.9,1.94,"Antwerp, Belgium",2.3633333333333333,1.7249999999999999,2021,
Lyon,France,15.58,62.32,10.39,6.75,5.97,2.92,2.73,1.51,0.95,1.56,1.76,3.5,18.52,14.97,18.91,2.94,2.31,3.29,3.97,1.99,1.64,1.03,0.97,6.23,2.46,2.25,"Lyon, France",2.8466666666666662,2.1574999999999998,2021,
Sheffield,United Kingdom,13.21,60.06,7.81,4.8,4.8,3.46,1.49,1.17,1.24,1.14,1.2,2.5,6.83,6.65,11.41,2.38,1.16,1.71,1.97,1.01,1.01,1.0,1.29,8.41,2.27,3.01,"Sheffield, United Kingdom",1.75,1.2475,2021,
Meknes,Morocco,1.12,9.3,5.58,3.72,3.95,1.61,0.51,0.33,0.61,0.74,0.81,1.14,8.68,3.61,6.36,1.02,0.86,0.51,0.48,0.43,0.52,0.35,0.57,5.58,1.67,2.33,"Meknes, Morocco",0.7966666666666665,0.44499999999999995,2021,
Nuremberg,Germany,10.39,49.34,8.31,3.64,4.15,3.09,2.8,3.01,0.96,1.62,1.87,2.63,13.23,7.41,12.45,2.47,1.65,2.14,1.49,1.35,1.08,1.09,0.57,4.41,0.7,1.36,"Nuremberg, Germany",2.0866666666666664,1.2525,2021,
Liverpool,United Kingdom,18.02,78.08,7.21,5.5,4.68,3.56,1.64,1.02,1.07,1.17,1.73,2.38,8.29,6.62,9.94,2.52,1.33,2.42,2.86,1.23,1.12,0.93,1.25,8.41,2.24,2.47,"Liverpool, United Kingdom",2.09,1.535,2021,
Mesa,United States,13.0,70.0,7.0,5.0,6.0,5.43,3.06,1.56,0.76,2.37,4.78,3.66,9.82,19.83,14.38,5.1,2.08,4.55,4.54,2.99,3.12,1.41,1.94,10.0,3.33,3.4,"Mesa, United States",3.91,3.015,2021,
Surrey,Canada,13.4,59.56,7.82,5.12,5.96,3.92,1.69,1.36,1.84,2.05,4.4,2.96,11.41,12.25,12.34,2.78,1.2,2.61,2.58,1.77,2.55,2.13,1.98,13.39,2.13,3.81,"Surrey, Canada",2.1966666666666668,2.2575,2021,
Joinvile,Brazil,5.12,26.09,5.59,2.05,3.73,1.75,0.97,0.61,0.81,1.26,0.93,1.87,7.58,3.21,6.96,1.06,0.7,0.67,1.21,0.65,0.59,0.56,0.61,7.45,1.03,2.94,"Joinvile, Brazil",0.81,0.7525,2021,
Jammu,India,4.28,14.69,3.06,1.53,1.84,1.29,0.34,0.13,0.6,0.4,0.82,0.88,3.11,2.89,4.74,1.29,0.7,0.87,0.66,0.31,0.37,0.6,0.34,8.88,2.0,2.96,"Jammu, India",0.9533333333333333,0.485,2021,
Niteroi,Brazil,5.4,27.91,5.59,0.93,2.05,1.6,0.98,0.53,0.98,1.38,1.23,1.68,7.45,3.72,7.78,1.51,1.07,0.89,1.67,0.76,1.18,0.51,0.73,7.45,1.27,1.83,"Niteroi, Brazil",1.1566666666666667,1.0299999999999998,2021,
Mykolaiv,Ukraine,3.38,17.58,2.98,0.54,1.35,0.77,0.47,0.3,0.76,0.38,0.96,1.08,5.77,3.67,6.22,0.48,0.81,1.24,0.95,0.38,0.39,0.66,0.44,2.71,0.65,0.98,"Mykolaiv, Ukraine",0.8433333333333334,0.5950000000000001,2021,
Johor Bahru,Malaysia,2.11,21.09,3.33,3.33,4.44,2.53,0.55,0.34,1.54,0.68,0.67,1.41,12.86,4.99,7.82,2.66,1.12,2.47,0.97,0.72,1.18,1.11,0.51,15.54,3.23,3.22,"Johor Bahru, Malaysia",2.0833333333333335,0.9950000000000001,2021,
Oujda-Angad,Morocco,2.56,15.82,5.12,2.05,1.77,1.26,0.43,0.26,0.67,0.49,1.45,1.15,9.3,3.75,7.44,1.3,1.23,0.54,0.56,0.43,0.51,0.65,0.53,6.98,2.08,2.54,"Oujda-Angad, Morocco",1.0233333333333334,0.5375,2021,
Toulouse,France,16.88,62.32,9.35,6.23,5.19,2.77,2.43,1.96,1.09,1.73,1.45,3.08,16.88,10.89,19.94,3.13,2.21,3.12,3.75,1.61,1.65,1.19,0.82,6.23,1.74,2.67,"Toulouse, France",2.8200000000000003,2.05,2021,
Edinburgh,United Kingdom,18.02,72.07,7.21,5.41,5.41,3.63,1.99,1.26,1.16,1.25,1.34,2.42,7.27,6.77,10.28,2.4,1.13,2.42,2.57,1.22,0.93,0.79,1.25,8.41,1.84,2.24,"Edinburgh, United Kingdom",1.9833333333333332,1.3775,2021,
Greenville,United States,20.0,60.0,8.0,4.0,6.0,4.32,1.9,1.54,0.84,2.77,3.16,3.06,11.9,16.03,17.96,4.56,1.19,5.53,4.1,5.69,4.2,1.64,2.19,12.75,2.92,3.5,"Greenville, United States",3.7600000000000002,3.9074999999999998,2021,
`Ajman,United Arab Emirates,3.4,32.67,6.81,8.85,11.57,4.17,0.61,0.27,1.52,1.0,1.98,2.04,6.58,5.02,6.6,1.9,1.5,1.5,1.35,0.98,0.82,1.12,0.54,9.53,1.6,3.09,"`Ajman, United Arab Emirates",1.6333333333333335,1.0675,2021,
Tula,Russia,13.1,49.13,6.96,1.9,4.09,2.78,1.28,0.58,1.28,0.72,2.33,1.74,13.78,5.05,10.97,2.29,1.56,1.97,3.88,0.93,0.57,1.8,0.87,9.01,1.23,1.7,"Tula, Russia",1.9400000000000002,1.795,2021,
Toledo,United States,20.0,60.0,9.75,3.25,5.0,5.0,2.25,1.75,0.81,2.43,3.4,3.49,7.85,,14.69,3.21,1.35,3.86,3.03,1.82,1.95,1.13,1.35,11.99,3.69,3.9,"Toledo, United States",2.8066666666666666,1.9825,2021,
Wichita,United States,12.0,45.0,7.5,3.5,5.5,4.0,1.92,1.25,0.81,2.7,3.58,2.17,10.7,15.2,12.17,4.34,1.36,3.2,3.9,1.83,2.23,1.42,1.1,15.0,2.5,2.53,"Wichita, United States",2.966666666666667,2.345,2021,
Florianopolis,Brazil,5.59,33.54,6.52,1.58,2.8,1.65,1.1,0.78,0.97,1.39,1.08,1.87,7.98,3.78,8.66,1.46,0.86,0.88,1.61,0.89,0.83,0.79,0.71,7.64,1.08,2.25,"Florianopolis, Brazil",1.0666666666666667,1.03,2021,
Kaliningrad,Russia,10.23,36.03,6.55,1.64,2.46,2.4,1.25,0.63,1.07,0.88,1.95,1.69,11.08,5.43,9.92,1.38,1.99,2.01,3.19,0.87,0.87,2.21,0.84,8.19,1.34,2.19,"Kaliningrad, Russia",1.7933333333333332,1.785,2021,
Sylhet,Bangladesh,1.87,5.62,4.68,4.45,4.56,1.59,0.44,0.16,0.78,0.45,0.64,1.06,7.68,1.82,5.99,1.61,1.05,1.72,0.81,0.29,0.59,0.47,0.24,5.38,2.47,3.98,"Sylhet, Bangladesh",1.46,0.54,2021,
Leicester,United Kingdom,16.22,60.06,7.21,5.11,5.41,3.52,1.79,1.04,1.12,1.1,1.53,2.58,7.67,5.9,10.78,1.56,1.22,1.74,2.17,1.08,0.98,0.77,1.09,7.51,2.47,1.98,"Leicester, United Kingdom",1.5066666666666668,1.25,2021,
Angeles City,Philippines,2.65,30.94,4.0,1.5,2.56,2.35,0.76,0.67,1.48,1.17,0.86,1.79,9.9,4.23,7.28,3.31,1.31,2.63,1.65,1.89,2.39,1.25,0.62,8.49,0.96,1.52,"Angeles City, Philippines",2.4166666666666665,1.795,2021,
Gdansk,Poland,6.66,33.32,5.55,2.67,2.22,2.48,1.43,1.38,0.69,0.92,1.01,2.46,6.94,4.93,9.07,0.86,1.08,1.24,1.94,0.55,0.67,0.87,0.48,6.66,0.79,1.18,"Gdansk, Poland",1.0599999999999998,1.0075,2021,
Murcia,Spain,12.46,51.93,7.79,2.08,2.6,1.69,1.43,0.86,0.9,1.05,0.97,1.91,8.85,6.09,9.23,1.23,1.56,1.09,1.79,1.14,1.94,0.91,0.53,6.23,0.87,1.33,"Murcia, Spain",1.2933333333333332,1.4449999999999998,2021,
Port St. Lucie,United States,15.0,49.0,9.0,5.0,6.0,4.2,2.98,2.43,0.96,3.02,5.49,4.14,10.55,14.69,13.64,6.09,2.54,6.78,5.29,5.04,5.42,2.03,2.25,12.0,4.29,4.28,"Port St. Lucie, United States",5.136666666666667,4.445,2021,
Long Beach,United States,20.0,65.0,9.85,7.25,8.0,5.79,3.01,1.89,1.24,4.62,4.56,4.4,12.59,15.31,17.7,4.2,1.82,3.03,4.26,2.23,2.74,1.6,1.52,9.99,2.8,2.62,"Long Beach, United States",3.016666666666667,2.7075,2021,
Tel Aviv-Yafo,Israel,18.93,87.39,16.02,9.32,8.74,4.14,3.09,2.25,1.76,2.7,2.84,3.94,15.43,11.44,19.63,3.39,2.35,1.88,1.89,1.4,1.25,1.76,1.54,13.11,2.64,3.53,"Tel Aviv-Yafo, Israel",2.54,1.575,2021,
Tanta,Egypt,4.07,14.25,2.85,1.22,2.04,1.15,0.26,0.16,0.73,0.33,0.5,1.08,2.4,2.65,6.31,0.75,0.5,0.26,0.53,0.37,0.37,0.16,0.23,8.15,1.49,2.1,"Tanta, Egypt",0.5033333333333333,0.3575,2021,
Kota Kinabalu,Malaysia,2.66,13.32,4.0,3.44,4.44,2.59,0.55,0.31,1.42,0.98,0.94,1.5,25.89,4.39,6.75,1.9,0.89,4.29,1.22,0.83,0.95,1.0,0.54,16.65,2.22,3.11,"Kota Kinabalu, Malaysia",2.36,1.0,2021,
Madison,United States,14.0,75.0,9.0,5.0,6.0,4.25,1.93,1.19,0.88,3.9,5.37,3.13,10.71,15.5,15.43,3.45,1.18,3.1,3.04,2.59,2.06,1.46,2.33,11.0,2.39,3.09,"Madison, United States",2.5766666666666667,2.2874999999999996,2021,
Reno,United States,18.0,65.0,9.0,5.0,6.0,5.56,2.11,1.7,0.99,3.57,3.86,2.75,11.46,14.61,15.52,3.81,1.83,3.89,4.73,3.03,2.12,1.46,2.36,13.0,2.69,4.22,"Reno, United States",3.176666666666667,2.835,2021,
Hsinchu,Taiwan,3.23,22.62,4.2,1.78,1.62,2.35,0.78,0.67,2.98,2.1,3.58,2.26,15.35,5.25,11.85,3.98,2.18,3.23,3.31,3.88,3.45,2.05,1.0,12.92,1.62,1.68,"Hsinchu, Taiwan",3.1300000000000003,3.1725000000000003,2021,
Constantine,Algeria,2.53,14.44,4.33,2.09,1.44,0.81,0.49,0.24,0.86,0.15,1.12,1.31,8.23,4.63,11.92,2.27,2.29,1.23,0.72,0.68,0.41,0.58,0.27,6.14,1.36,1.41,"Constantine, Algeria",1.9300000000000004,0.5974999999999999,2021,
Zurich,Switzerland,26.42,126.81,15.85,7.4,7.4,5.51,4.61,4.37,1.77,3.16,3.42,6.05,27.07,28.41,51.81,3.94,2.95,3.2,4.62,2.53,2.4,2.41,1.36,13.74,2.09,2.88,"Zurich, Switzerland",3.3633333333333333,2.99,2021,
Santos,Brazil,5.59,32.61,5.59,2.24,3.54,1.55,1.07,0.65,0.94,1.93,1.15,2.05,9.91,3.79,7.69,1.35,1.07,1.12,2.66,1.23,0.93,0.8,0.67,9.32,1.43,2.8,"Santos, Brazil",1.18,1.405,2021,
Yogyakarta,Indonesia,1.27,7.63,2.86,2.22,2.86,1.59,0.51,0.23,1.19,0.96,0.79,1.31,7.55,2.35,7.47,1.7,1.16,1.57,0.85,1.02,1.88,0.72,0.31,9.53,2.82,4.77,"Yogyakarta, Indonesia",1.4766666666666666,1.1175,2021,
Manizales,Colombia,2.04,14.27,4.84,0.55,1.43,1.09,0.43,0.33,0.72,0.63,0.52,1.1,1.68,2.9,2.92,1.47,0.37,0.46,0.75,0.34,0.38,0.39,0.43,4.08,0.61,0.92,"Manizales, Colombia",0.7666666666666666,0.4650000000000001,2021,
Oakland,United States,17.5,90.0,10.25,7.0,7.0,4.73,2.42,1.72,1.16,4.67,4.93,4.82,18.17,14.32,18.36,6.31,2.76,3.58,6.48,3.74,2.98,2.5,2.25,13.0,2.57,2.83,"Oakland, United States",4.216666666666667,3.9250000000000003,2021,
Cusco,Peru,1.92,25.62,5.64,2.05,3.84,1.54,0.66,0.47,1.17,1.79,1.09,2.05,4.87,6.28,6.02,1.62,1.22,1.67,1.47,1.35,1.25,0.89,0.91,8.84,2.15,3.37,"Cusco, Peru",1.5033333333333332,1.24,2021,
Kenitra,Morocco,4.19,23.26,5.58,2.33,1.86,1.4,0.99,0.5,0.7,0.67,1.17,1.14,6.23,4.84,7.84,1.21,1.24,0.57,0.58,0.49,0.51,0.28,0.56,7.44,1.77,2.39,"Kenitra, Morocco",1.0066666666666666,0.46499999999999997,2021,
Agadir,Morocco,2.79,31.64,5.16,2.79,4.65,1.65,0.52,0.28,0.65,0.54,1.17,1.17,7.54,3.96,7.51,1.13,0.92,0.54,0.44,0.44,0.41,0.53,0.55,6.51,2.33,1.58,"Agadir, Morocco",0.8633333333333333,0.455,2021,
Durham,United States,15.0,62.5,8.0,3.5,7.0,4.45,2.06,1.27,0.88,3.03,4.16,2.14,14.1,13.78,16.16,4.56,1.19,3.62,5.61,2.27,2.92,2.01,1.91,14.0,2.62,2.12,"Durham, United States",3.1233333333333335,3.2025,2021,
Laval,Canada,13.43,52.12,10.42,2.23,4.47,3.35,1.49,0.97,1.73,2.13,2.21,2.35,11.32,10.3,11.89,2.67,1.46,2.27,3.05,1.85,2.09,2.14,1.76,12.47,2.98,2.42,"Laval, Canada",2.1333333333333333,2.2825,2021,
Chattanooga,United States,15.0,70.0,9.0,6.0,7.0,5.44,2.5,1.72,1.06,3.08,4.26,3.09,12.43,9.92,14.04,4.83,1.73,4.45,4.02,2.88,2.81,1.64,2.29,15.0,3.94,3.75,"Chattanooga, United States",3.6700000000000004,2.8375,2021,
Spokane,United States,15.0,85.0,10.0,5.0,6.5,4.75,2.86,1.41,0.91,3.14,3.93,2.8,12.61,10.93,13.41,4.86,1.64,4.32,3.89,2.17,2.4,1.71,1.7,12.0,2.13,2.35,"Spokane, United States",3.606666666666667,2.5425000000000004,2021,
Szczecin,Poland,7.22,32.21,5.55,1.44,2.22,2.55,1.01,0.79,0.74,0.88,0.94,2.04,8.57,4.42,10.0,0.87,1.31,1.49,2.04,0.56,0.76,0.82,0.54,4.44,0.82,1.14,"Szczecin, Poland",1.2233333333333334,1.0450000000000002,2021,
Syracuse,United States,13.5,55.0,9.0,4.0,5.0,4.5,2.33,1.8,0.93,3.32,2.63,2.4,10.8,10.47,13.96,3.21,1.31,3.74,5.41,2.15,3.14,1.44,1.37,12.99,1.83,3.33,"Syracuse, United States",2.7533333333333334,3.035,2021,
Sochi,Russia,16.38,49.13,7.37,1.64,2.46,2.99,1.36,0.74,1.35,0.85,1.8,1.75,11.46,5.49,9.66,1.61,1.41,1.97,3.01,1.15,1.08,1.2,0.94,8.19,1.2,2.36,"Sochi, Russia",1.6633333333333333,1.61,2021,
Maringa,Brazil,4.66,18.63,5.59,1.28,2.66,1.69,0.87,0.49,0.94,1.45,1.05,1.33,6.56,3.59,6.89,1.1,0.79,0.69,1.26,0.98,0.97,0.61,0.65,5.17,1.07,2.7,"Maringa, Brazil",0.86,0.955,2021,
Arlington,United States,17.0,95.0,8.83,7.5,7.5,4.66,2.67,1.79,1.29,4.55,4.54,4.23,22.05,13.96,25.72,4.05,1.81,4.78,5.88,2.77,2.2,2.03,1.66,15.0,2.09,1.75,"Arlington, United States",3.546666666666667,3.22,2021,
Lancaster,United States,28.5,60.0,8.95,5.5,6.5,4.06,1.88,1.76,1.17,2.4,3.89,2.86,12.29,9.17,14.8,4.62,1.49,4.26,5.67,3.05,2.2,1.66,2.12,16.0,3.75,4.56,"Lancaster, United States",3.456666666666667,3.1449999999999996,2021,
Nha Trang,Vietnam,3.23,17.16,4.44,1.11,1.82,1.72,0.46,0.29,1.31,0.47,0.82,1.23,23.12,3.33,10.3,2.71,0.91,2.61,0.77,1.15,0.81,0.53,0.61,10.1,0.93,1.29,"Nha Trang, Vietnam",2.0766666666666667,0.815,2021,
Augusta,United States,12.0,47.5,7.5,3.5,5.0,4.25,2.25,1.67,0.84,2.48,2.89,3.66,7.76,12.47,12.7,4.38,1.47,3.42,4.62,2.26,1.8,1.52,1.17,9.0,2.43,2.56,"Augusta, United States",3.09,2.55,2021,
Bologna,Italy,17.66,70.11,8.31,5.19,4.93,1.62,2.65,1.15,1.18,1.98,2.37,3.49,14.24,9.93,16.54,1.93,1.76,2.17,2.64,1.38,1.27,1.05,0.42,6.23,1.86,2.28,"Bologna, Italy",1.9533333333333331,1.5849999999999997,2021,
Boise,United States,17.5,60.0,8.55,5.0,6.0,4.33,2.23,1.76,0.81,3.04,2.68,3.49,11.11,10.89,13.9,3.81,1.43,3.59,3.95,2.44,2.18,1.84,2.27,12.5,2.75,3.28,"Boise, United States",2.9433333333333334,2.6025,2021,
Florence,Italy,15.58,62.32,9.61,5.19,4.15,1.5,2.74,1.33,1.36,1.82,2.43,3.62,16.36,9.92,19.04,2.7,1.98,2.39,2.44,1.55,1.43,1.37,0.61,6.02,1.52,2.0,"Florence, Italy",2.356666666666667,1.6975,2021,
Tetouan,Morocco,1.4,12.1,4.65,2.56,2.79,1.15,0.41,0.26,0.66,0.31,0.99,1.09,4.03,4.62,8.14,0.92,0.87,0.47,0.4,0.4,0.46,0.27,0.52,6.98,1.43,1.44,"Tetouan, Morocco",0.7533333333333333,0.3825,2021,
Christchurch,New Zealand,13.67,62.13,8.08,5.59,6.21,3.36,2.16,1.9,1.76,1.46,1.89,3.77,8.22,9.05,14.11,2.68,2.06,3.08,2.99,1.77,1.68,2.66,0.94,9.32,3.23,4.3,"Christchurch, New Zealand",2.606666666666667,2.275,2021,
Modesto,United States,19.5,65.0,8.0,6.0,7.5,4.87,1.94,1.68,1.08,4.07,4.07,4.5,9.64,9.92,13.23,3.58,1.95,3.86,3.17,1.6,1.76,1.94,2.0,15.0,3.75,4.33,"Modesto, United States",3.1300000000000003,2.1174999999999997,2021,
London,Canada,18.61,78.92,9.68,4.47,4.84,3.5,1.93,1.49,1.74,2.29,2.74,2.61,10.9,8.02,12.87,3.29,1.02,3.02,4.02,1.79,1.81,1.98,1.37,11.17,2.39,2.98,"London, Canada",2.4433333333333334,2.4,2021,
Novi Sad,Serbia,5.75,24.78,5.31,1.95,2.21,1.5,1.45,1.14,1.04,0.57,1.69,1.86,7.81,6.06,7.97,0.96,1.41,1.56,1.53,0.77,0.55,0.51,0.53,5.31,0.83,1.16,"Novi Sad, Serbia",1.31,0.8399999999999999,2021,
Vinnytsia,Ukraine,6.76,16.23,3.52,0.95,1.62,1.03,0.61,0.43,0.91,0.58,1.42,1.35,7.03,3.21,5.79,0.51,1.2,1.31,1.68,0.36,0.67,1.26,0.43,3.79,1.09,1.22,"Vinnytsia, Ukraine",1.0066666666666666,0.9924999999999999,2021,
Plovdiv,Bulgaria,7.96,31.86,5.97,1.33,2.39,1.56,1.19,0.7,1.28,0.79,1.7,2.37,7.68,5.7,9.76,1.35,1.49,1.31,1.81,0.81,0.85,0.83,0.61,5.31,0.88,1.49,"Plovdiv, Bulgaria",1.3833333333333335,1.075,2021,
Baguio City,Philippines,3.54,12.82,2.65,3.54,1.77,1.77,0.56,0.49,1.79,1.14,1.18,1.6,4.1,3.01,4.77,1.49,1.46,1.31,0.83,0.81,0.96,0.66,0.6,4.42,1.08,2.52,"Baguio City, Philippines",1.42,0.8150000000000001,2021,
Coventry,United Kingdom,12.01,48.05,8.41,4.2,4.8,3.21,1.92,1.14,1.04,1.02,1.45,2.12,7.37,6.48,9.98,2.56,1.32,1.95,2.58,1.33,1.14,0.84,1.0,9.01,1.71,1.78,"Coventry, United Kingdom",1.9433333333333334,1.4725,2021,
Bochum,Germany,12.98,51.93,8.2,3.64,3.12,2.39,1.95,1.43,0.96,1.38,2.07,2.43,11.89,6.04,10.73,2.46,1.65,1.93,0.93,0.72,1.14,1.07,0.79,5.18,0.73,2.01,"Bochum, Germany",2.013333333333333,0.9650000000000001,2021,
Vitoria,Brazil,5.22,37.27,6.52,1.49,4.01,1.94,1.13,0.56,0.85,1.4,1.22,1.78,7.92,4.84,8.52,1.42,0.87,2.05,1.3,1.18,0.93,0.98,0.68,7.45,1.57,3.63,"Vitoria, Brazil",1.4466666666666665,1.0975000000000001,2021,
Bilbao,Spain,13.24,57.13,8.31,3.12,3.12,1.63,2.07,1.27,0.89,1.51,1.3,2.6,17.03,8.41,13.76,2.02,1.87,1.71,2.55,1.16,1.64,1.06,0.88,4.67,0.92,1.83,"Bilbao, Spain",1.8666666666666665,1.6025,2021,
Varna,Bulgaria,6.37,31.86,5.31,1.59,2.65,1.54,1.13,0.88,1.31,0.8,1.9,2.23,7.2,5.76,8.97,1.28,1.54,1.38,2.08,0.83,0.66,0.68,0.58,5.31,0.77,1.29,"Varna, Bulgaria",1.4000000000000001,1.0625,2021,
Bydgoszcz,Poland,7.78,39.99,5.55,3.11,3.22,2.67,1.38,1.22,0.67,0.96,1.09,3.51,7.39,4.16,10.97,0.84,1.35,1.56,1.88,0.58,0.74,0.88,0.45,6.66,0.95,1.49,"Bydgoszcz, Poland",1.25,1.02,2021,
Utrecht,Netherlands,17.66,62.32,9.69,5.19,5.19,3.5,2.99,2.35,1.07,1.95,1.82,2.77,11.96,8.47,26.92,2.82,1.45,1.5,2.74,1.26,0.94,0.92,1.01,6.22,1.24,2.21,"Utrecht, Netherlands",1.9233333333333331,1.4649999999999999,2021,
Pensacola,United States,16.5,57.5,10.0,4.25,5.75,4.26,2.64,1.42,1.14,2.81,3.68,4.4,11.52,8.53,15.56,4.52,1.61,3.34,4.04,1.5,2.34,2.46,1.77,10.0,2.95,2.75,"Pensacola, United States",3.1566666666666663,2.585,2021,
Nice,France,18.7,75.31,11.24,8.31,6.23,3.8,3.54,2.83,1.36,1.45,2.3,3.66,21.81,12.34,20.77,2.42,1.95,2.4,3.14,1.8,2.67,1.23,0.81,7.27,2.44,2.09,"Nice, France",2.2566666666666664,2.21,2021,
Greensboro,United States,15.0,65.0,7.0,3.5,5.5,3.72,2.0,1.22,0.91,3.64,4.22,2.5,10.95,11.76,13.04,4.55,2.7,4.62,3.04,2.99,2.89,1.65,2.08,12.0,2.5,3.5,"Greensboro, United States",3.956666666666667,2.6425,2021,
Lublin,Poland,6.22,26.66,5.55,1.78,2.22,1.93,1.1,0.89,0.66,0.69,1.06,2.2,5.55,4.82,7.15,0.89,1.26,1.45,1.88,0.6,0.83,0.75,0.46,4.44,0.74,1.07,"Lublin, Poland",1.2,1.0150000000000001,2021,
Brest,Belarus,7.91,25.71,4.35,0.95,2.77,1.6,0.63,0.37,0.69,0.63,1.14,1.42,6.73,3.98,7.52,0.94,1.77,1.78,2.11,0.66,0.51,0.41,0.62,6.33,1.25,1.98,"Brest, Belarus",1.4966666666666668,0.9225000000000001,2021,
Alicante,Spain,13.45,46.74,8.31,3.12,3.12,1.84,1.46,0.72,0.88,1.32,1.14,2.08,10.41,6.32,11.57,1.47,1.62,1.06,1.76,1.2,1.02,0.93,0.58,4.15,0.98,1.68,"Alicante, Spain",1.3833333333333335,1.2275,2021,
Belfast,United Kingdom,18.62,72.07,7.21,6.25,6.01,3.56,1.89,1.39,1.17,1.47,1.82,2.33,6.06,6.86,12.85,2.34,1.43,1.94,2.08,1.68,1.24,0.83,1.08,9.61,2.33,2.69,"Belfast, United Kingdom",1.903333333333333,1.4575,2021,
Bielefeld,Germany,10.39,46.74,9.35,4.15,3.12,3.29,2.08,1.74,0.95,2.49,2.07,2.6,9.24,8.18,24.38,2.53,1.65,2.66,0.82,1.3,1.38,0.81,0.67,5.19,0.61,1.45,"Bielefeld, Germany",2.28,1.0775000000000001,2021,
Cuenca,Ecuador,3.5,33.5,7.5,2.5,4.0,2.34,0.94,0.81,1.08,2.05,1.46,2.09,5.7,5.66,6.34,2.33,1.21,1.24,1.29,1.21,1.07,0.75,1.14,8.0,1.64,2.79,"Cuenca, Ecuador",1.5933333333333335,1.08,2021,
Vina del Mar,Chile,11.35,43.79,5.47,3.28,3.83,2.23,1.4,1.21,0.88,0.74,1.13,2.14,7.53,5.04,7.42,1.22,1.02,0.88,1.15,0.73,0.89,0.74,0.82,4.93,1.21,1.67,"Vina del Mar, Chile",1.04,0.8775,2021,
Bonn,Germany,15.58,72.71,8.31,4.41,4.15,3.0,2.21,1.84,1.0,1.17,1.99,2.49,11.48,8.42,22.85,2.52,1.65,2.2,0.98,1.17,0.92,1.4,0.43,5.19,0.55,1.45,"Bonn, Germany",2.1233333333333335,1.1175,2021,
Blida,Algeria,3.25,18.05,2.89,1.08,1.44,0.39,0.41,0.17,0.79,0.14,1.06,1.29,6.55,4.29,12.33,2.53,2.23,1.43,0.79,0.62,0.35,0.63,0.24,7.22,1.08,1.44,"Blida, Algeria",2.063333333333333,0.5975,2021,
Thessaloniki,Greece,11.43,41.55,7.27,4.15,4.41,3.28,1.78,0.52,1.3,1.09,1.81,3.4,10.67,8.78,10.29,1.68,1.68,1.34,1.85,0.89,0.84,1.02,0.84,7.27,1.37,1.75,"Thessaloniki, Greece",1.5666666666666667,1.15,2021,
Fort Wayne,United States,15.0,50.0,8.0,4.5,6.38,4.64,2.88,1.32,0.72,2.58,4.48,2.7,14.69,14.32,22.02,4.4,1.24,3.48,3.3,2.08,2.19,1.49,1.16,10.0,1.71,2.87,"Fort Wayne, United States",3.0400000000000005,2.265,2021,
Izmir,Turkey,3.76,18.78,3.76,1.88,2.33,1.65,0.62,0.24,0.9,0.37,1.27,1.54,5.35,3.97,8.76,0.77,1.31,0.77,1.07,0.61,0.43,0.62,0.32,6.44,1.43,1.98,"Izmir, Turkey",0.9500000000000001,0.6825000000000001,2021,
Markham,Canada,20.38,89.34,8.93,4.09,4.65,3.02,2.17,1.7,2.67,1.86,1.85,2.55,10.37,10.92,15.14,2.78,1.15,2.66,3.66,1.87,1.82,1.81,1.41,13.4,2.57,2.49,"Markham, Canada",2.1966666666666668,2.29,2021,
Kuching,Malaysia,2.44,17.76,3.76,3.22,3.33,2.62,0.6,0.3,1.12,0.86,0.93,1.26,18.62,3.54,7.3,2.39,1.18,2.44,1.18,0.65,1.0,1.28,0.51,22.2,1.9,3.42,"Kuching, Malaysia",2.0033333333333334,1.0275,2021,
Bari,Italy,15.58,51.93,8.31,4.15,3.12,1.32,1.52,0.85,1.12,1.49,2.17,3.29,13.83,9.94,16.79,1.66,1.64,1.41,1.77,1.27,1.36,1.18,0.79,6.23,1.37,1.25,"Bari, Italy",1.57,1.395,2021,
